t,distance,v_raw,a_raw,dt,velocity_raw,acceleration_raw,distance_f,velocity_f,acceleration_f
14.191,10,0.0,-261.06323416700627,0.0600000000000005,0.0,-260.4166666666643,10.142857142857142,9.52380952380944,9.920634920633649
14.252,11,16.543750591650625,273.69568363874043,0.06099999999999994,16.393442622950836,268.7449610319812,10.714285714285714,9.367681498829045,-2.559475819350746
14.314,11,0.0,-266.51272380104,0.06199999999999939,0.0,-264.4103648863064,11.285714285714286,9.216589861751267,-2.4369618883512847
14.374,12,16.660128616086148,277.55988550453253,0.0600000000000005,16.66666666666653,277.77777777777317,11.714285714285714,7.142857142857058,-34.56221198156986
14.432,12,0.0,-284.3490599845556,0.05799999999999983,0.0,-287.35632183907893,12.285714285714286,9.852216748768528,46.713096653646176
14.494,13,16.2141316365267,262.89806472661604,0.06199999999999939,16.129032258064676,260.1456815816909,12.714285714285714,6.912442396313407,-47.41571536217984
14.556,13,0.0,-260.59016518800985,0.06199999999999939,0.0,-260.1456815816909,13.285714285714286,9.216589861751267,37.16366879738519
14.617,14,16.432784829963957,270.0364172678935,0.06100000000000172,16.393442622950356,268.7449610319655,13.857142857142858,9.367681498828771,2.476912083237711
14.678,14,0.0,-268.85666696620825,0.06099999999999994,0.0,-268.74496103197333,14.428571428571429,9.367681498829045,4.484573004387522e-12
14.737,15,16.912925312709177,286.04704263327886,0.058999999999999275,16.94915254237309,287.27377190463216,15.0,9.68523002421319,5.382178396341515
14.799,16,16.104622544069482,-13.017410990268615,0.06199999999999939,16.129032258064676,-13.227746521103558,15.571428571428571,9.216589861751238,-7.558712297773495
14.861,16,0.0,-263.76849568732814,0.062000000000001165,0.0,-260.14568158168345,16.142857142857142,9.216589861750975,-4.240335681148906e-12
14.923,17,15.895643605631667,252.6714856372589,0.06199999999999939,16.129032258064676,260.1456815816909,16.714285714285715,9.216589861751267,4.698750349381354e-12
14.983,17,0.0,-267.3423083091418,0.0600000000000005,0.0,-268.8172043010757,17.142857142857142,7.142857142857058,-34.56221198156986
15.043,18,16.66072421627977,277.57973141093123,0.05999999999999872,16.666666666667023,277.77777777778965,17.428571428571427,4.761904761904846,-39.68253968253771
15.104,18,0.0,-274.9368221933489,0.06099999999999994,0.0,-273.2240437158531,17.857142857142858,7.02576112412182,37.112399380606156
15.168,18,0.0,0.0,0.06400000000000006,0.0,0.0,18.142857142857142,4.464285714285695,-40.02305327868942
15.235,18,0.0,0.0,0.06700000000000017,0.0,0.0,18.428571428571427,4.264392324093791,-2.983483435700052
15.297,19,16.1529994877937,260.91939245266354,0.062000000000001165,16.129032258064214,260.145681581676,18.428571428571427,0.0,-68.78052135635018
15.36,19,0.0,-258.5268879497034,0.06299999999999883,0.0,-256.01638504864303,18.571428571428573,2.267573696145215,35.99323327214693
15.421,19,0.0,0.0,0.06099999999999994,0.0,0.0,18.857142857142858,4.683840749414507,39.61093529949663
15.484,18,-16.041550494330025,-257.33134226213986,0.06300000000000061,-15.873015873015719,-251.95263290500895,19.142857142857142,4.535147392290189,-2.3602120178462993
15.544,19,16.595134187692636,541.6101617395789,0.0600000000000005,16.66666666666653,542.3280423280329,19.285714285714285,2.380952380952353,-35.90325018896364
15.607,20,15.965406985596395,-10.0538510713674,0.06299999999999883,15.873015873016167,-12.597631645244086,19.428571428571427,2.2675736961451585,-1.799661663606295
15.668,20,0.0,-261.5384059448789,0.06099999999999994,0.0,-260.2133749674784,19.571428571428573,2.341920374707312,1.2187980092156303
15.73,20,0.0,0.0,0.062000000000001165,0.0,0.0,19.857142857142858,4.6082949308754735,36.55442832529224
15.789,20,0.0,0.0,0.058999999999999275,0.0,0.0,20.142857142857142,4.84261501210658,3.971526800527279
15.851,20,0.0,0.0,0.062000000000001165,0.0,0.0,20.285714285714285,2.3041474654377367,-40.943024946270896
15.91,20,0.0,0.0,0.058999999999999275,0.0,0.0,20.428571428571427,2.42130750605329,1.9857634002636395
15.97,21,16.734976918258315,280.0594524546386,0.0600000000000005,16.66666666666653,277.77777777777317,20.571428571428573,2.380952380952412,-0.6725854183479614
16.031,21,0.0,-273.55860050648914,0.06099999999999817,0.0,-273.22404371585293,20.714285714285715,2.341920374707322,-0.6398689548375595
16.093,21,0.0,0.0,0.062000000000001165,0.0,0.0,20.857142857142858,2.3041474654377367,-0.6092404720900744
16.156,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,2.2675736961451585,-0.5805360205171262
16.218,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,-36.57376929266316
16.279,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
16.34,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
16.399,21,0.0,0.0,0.05900000000000105,0.0,0.0,21.0,0.0,0.0
16.461,21,0.0,0.0,0.06199999999999761,0.0,0.0,21.0,0.0,0.0
16.522,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
16.584,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,0.0
16.644,21,0.0,0.0,0.05999999999999872,0.0,0.0,21.0,0.0,0.0
16.704,21,0.0,0.0,0.060000000000002274,0.0,0.0,21.0,0.0,0.0
16.765,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
16.827,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,0.0
16.89,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,0.0,0.0
16.952,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,0.0
17.011,21,0.0,0.0,0.0589999999999975,0.0,0.0,21.0,0.0,0.0
17.072,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
17.133,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
17.194,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
17.259,21,0.0,0.0,0.06500000000000128,0.0,0.0,21.0,0.0,0.0
17.323,21,0.0,0.0,0.06400000000000006,0.0,0.0,21.0,0.0,0.0
17.382,21,0.0,0.0,0.05900000000000105,0.0,0.0,21.0,0.0,0.0
17.444,21,0.0,0.0,0.06199999999999761,0.0,0.0,21.0,0.0,0.0
17.505,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
17.567,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,0.0
17.63,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,0.0,0.0
17.693,21,0.0,0.0,0.06300000000000239,0.0,0.0,21.0,0.0,0.0
17.756,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,0.0,0.0
17.817,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
17.88,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,0.0,0.0
17.941,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
18.002,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
18.065,21,0.0,0.0,0.06300000000000239,0.0,0.0,21.0,0.0,0.0
18.126,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
18.189,21,0.0,0.0,0.06299999999999883,0.0,0.0,21.0,0.0,0.0
18.251,21,0.0,0.0,0.062000000000001165,0.0,0.0,21.0,0.0,0.0
18.312,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
18.372,21,0.0,0.0,0.05999999999999872,0.0,0.0,21.0,0.0,0.0
18.433,21,0.0,0.0,0.06099999999999994,0.0,0.0,21.0,0.0,0.0
18.493,21,0.0,0.0,0.05999999999999872,0.0,0.0,21.0,0.0,0.0
18.552,21,0.0,0.0,0.05900000000000105,0.0,0.0,21.0,0.0,0.0
